EVENT,PROPERTY_ID,MONTHS_POST_FLOOD,ABSOLUTE_VALUE,PERCENTAGE_CHANGE_FROM_MEDIAN_PRICE,SINGLE_STORY,YEAR_BUILT,SQUARE_FOOTAGE,LOT_SIZE,ZONE,CUMUL_FLOODS,DIFF
Matthew,10020,6,113400,-14.221,1,1997,1296,16553,10,1,14000
Matthew,10020,7,127400,-3.631,1,1997,1296,16553,10,1,6300
Matthew,10020,8,133700,1.135,1,1997,1296,16553,10,1,2700
Matthew,10020,9,136400,3.177,1,1997,1296,16553,10,1,-200
Matthew,10020,10,136200,3.026,1,1997,1296,16553,10,1,4200
Matthew,10020,11,140400,6.203,1,1997,1296,16553,10,1,0
Matthew,10020,12,140400,6.203,1,1997,1296,16553,10,1,-2000
Matthew,10020,13,138400,4.69,1,1997,1296,16553,10,1,5500
Matthew,10020,14,143900,8.85,1,1997,1296,16553,10,1,3000
Matthew,10020,15,146900,11.12,1,1997,1296,16553,10,1,900
Matthew,10020,16,147800,11.8,1,1997,1296,16553,10,1,1300
Matthew,10020,17,149100,12.784,1,1997,1296,16553,10,1,-15000
Matthew,10020,18,134100,1.437,1,1997,1296,16553,10,1,-8900
Matthew,10020,19,125200,-5.295,1,1997,1296,16553,10,1,600
Matthew,10020,20,125800,-4.841,1,1997,1296,16553,10,1,3500
Matthew,10020,21,129300,-2.194,1,1997,1296,16553,10,1,3600
Matthew,10020,22,132900,0.53,1,1997,1296,16553,10,1,-4900
Matthew,10020,23,128000,-3.177,1,1997,1296,16553,10,1,-2200
Florence,10020,1,125800,-4.841,1,1997,1296,16553,10,2,4100
Florence,10020,2,129900,-1.74,1,1997,1296,16553,10,2,2300
Florence,10020,3,132200,0,1,1997,1296,16553,10,2,500
Florence,10020,4,132700,0.378,1,1997,1296,16553,10,2,-1300
Florence,10020,5,131400,-0.605,1,1997,1296,16553,10,2,800
Florence,10020,6,132200,0,1,1997,1296,16553,10,2,0
Florence,10020,7,132200,0,1,1997,1296,16553,10,2,3900
Florence,10020,8,136100,2.95,1,1997,1296,16553,10,2,-2000
Florence,10020,9,134100,1.437,1,1997,1296,16553,10,2,4600
Florence,10020,10,138700,4.917,1,1997,1296,16553,10,2,-5100
Florence,10020,11,133600,1.059,1,1997,1296,16553,10,2,-9200
Florence,10020,12,124400,-5.9,1,1997,1296,16553,10,2,-1000
Florence,10020,13,123400,-6.657,1,1997,1296,16553,10,2,3200
Florence,10020,14,126600,-4.236,1,1997,1296,16553,10,2,-7400
Florence,10020,15,119200,-9.834,1,1997,1296,16553,10,2,-5600
Florence,10020,16,113600,-14.07,1,1997,1296,16553,10,2,-5000
Florence,10020,17,108600,-17.852,1,1997,1296,16553,10,2,2200
Florence,10020,18,110800,-16.188,1,1997,1296,16553,10,2,11700
Florence,10020,19,122500,-7.337,1,1997,1296,16553,10,2,6500
Florence,10020,20,129000,-2.421,1,1997,1296,16553,10,2,13100
Florence,10020,21,142100,7.489,1,1997,1296,16553,10,2,5300
Florence,10020,22,147400,11.498,1,1997,1296,16553,10,2,3500
Florence,10020,23,150900,14.145,1,1997,1296,16553,10,2,3500
Florence,10020,24,154400,16.793,1,1997,1296,16553,10,2,-3700
Florence,10020,25,150700,13.994,1,1997,1296,16553,10,2,-3700
