EVENT,PROPERTY_ID,MONTHS_POST_FLOOD,ABSOLUTE_VALUE,PERCENTAGE_CHANGE_FROM_MEDIAN_PRICE,SINGLE_STORY,YEAR_BUILT,SQUARE_FOOTAGE,LOT_SIZE,ZONE,CUMUL_FLOODS,DIFF
Florence,10011,21,289200,2.717,1,2006,2009,30928,6,2,1400
Florence,10011,22,290600,3.214,1,2006,2009,30928,6,2,6500
Florence,10011,23,297100,5.523,1,2006,2009,30928,6,2,4000
Florence,10011,24,301100,6.944,1,2006,2009,30928,6,2,1700
Florence,10011,25,302800,7.548,1,2006,2009,30928,6,2,1700
Matthew,10012,1,243900,-10.232,1,2008,1747,20473,6,1,-100
Matthew,10012,2,243800,-10.269,1,2008,1747,20473,6,1,-7300
Matthew,10012,3,236500,-12.955,1,2008,1747,20473,6,1,2200
Matthew,10012,4,238700,-12.146,1,2008,1747,20473,6,1,-4500
Matthew,10012,5,234200,-13.802,1,2008,1747,20473,6,1,1000
Matthew,10012,6,235200,-13.434,1,2008,1747,20473,6,1,100
Matthew,10012,7,235300,-13.397,1,2008,1747,20473,6,1,2100
Matthew,10012,8,237400,-12.624,1,2008,1747,20473,6,1,3400
Matthew,10012,9,240800,-11.373,1,2008,1747,20473,6,1,-3200
Matthew,10012,10,237600,-12.551,1,2008,1747,20473,6,1,3800
Matthew,10012,11,241400,-11.152,1,2008,1747,20473,6,1,47700
Matthew,10012,12,289100,6.404,1,2008,1747,20473,6,1,-400
Matthew,10012,13,288700,6.257,1,2008,1747,20473,6,1,-27300
Matthew,10012,14,261400,-3.791,1,2008,1747,20473,6,1,2200
Matthew,10012,15,263600,-2.981,1,2008,1747,20473,6,1,3900
Matthew,10012,16,267500,-1.546,1,2008,1747,20473,6,1,800
Matthew,10012,17,268300,-1.251,1,2008,1747,20473,6,1,-1500
Matthew,10012,18,266800,-1.803,1,2008,1747,20473,6,1,400
Matthew,10012,19,267200,-1.656,1,2008,1747,20473,6,1,1200
Matthew,10012,20,268400,-1.215,1,2008,1747,20473,6,1,-1000
Matthew,10012,21,267400,-1.583,1,2008,1747,20473,6,1,-400
Matthew,10012,22,267000,-1.73,1,2008,1747,20473,6,1,1700
Matthew,10012,23,268700,-1.104,1,2008,1747,20473,6,1,300
Florence,10012,1,269000,-0.994,1,2008,1747,20473,6,2,2800
Florence,10012,2,271800,0.037,1,2008,1747,20473,6,2,800
Florence,10012,3,272600,0.331,1,2008,1747,20473,6,2,900
Florence,10012,4,273500,0.662,1,2008,1747,20473,6,2,-1900
Florence,10012,5,271600,-0.037,1,2008,1747,20473,6,2,-200
Florence,10012,6,271400,-0.11,1,2008,1747,20473,6,2,1200
Florence,10012,7,272600,0.331,1,2008,1747,20473,6,2,3400
Florence,10012,8,276000,1.583,1,2008,1747,20473,6,2,700
Florence,10012,9,276700,1.84,1,2008,1747,20473,6,2,3700
Florence,10012,10,280400,3.202,1,2008,1747,20473,6,2,1700
Florence,10012,11,282100,3.828,1,2008,1747,20473,6,2,1300
Florence,10012,12,283400,4.306,1,2008,1747,20473,6,2,1200
Florence,10012,13,284600,4.748,1,2008,1747,20473,6,2,0
Florence,10012,14,284600,4.748,1,2008,1747,20473,6,2,1900
Florence,10012,15,286500,5.447,1,2008,1747,20473,6,2,4900
Florence,10012,16,291400,7.251,1,2008,1747,20473,6,2,-700
Florence,10012,17,290700,6.993,1,2008,1747,20473,6,2,3500
Florence,10012,18,294200,8.281,1,2008,1747,20473,6,2,1200
Florence,10012,19,295400,8.723,1,2008,1747,20473,6,2,-1300
Florence,10012,20,294100,8.244,1,2008,1747,20473,6,2,6800
Florence,10012,21,300900,10.747,1,2008,1747,20473,6,2,-1000
Florence,10012,22,299900,10.379,1,2008,1747,20473,6,2,1300
Florence,10012,23,301200,10.858,1,2008,1747,20473,6,2,-100
Florence,10012,24,301100,10.821,1,2008,1747,20473,6,2,3100
Florence,10012,25,304200,11.962,1,2008,1747,20473,6,2,3100
Matthew,10013,1,216600,-7.475,0,2010,1920,6534,7,1,700
Matthew,10013,2,217300,-7.176,0,2010,1920,6534,7,1,-3600
Matthew,10013,3,213700,-8.714,0,2010,1920,6534,7,1,-100
Matthew,10013,4,213600,-8.757,0,2010,1920,6534,7,1,-300
Matthew,10013,5,213300,-8.885,0,2010,1920,6534,7,1,-3100
Matthew,10013,6,210200,-10.209,0,2010,1920,6534,7,1,700
Matthew,10013,7,210900,-9.91,0,2010,1920,6534,7,1,19800
Matthew,10013,8,230700,-1.452,0,2010,1920,6534,7,1,-17300
Matthew,10013,9,213400,-8.842,0,2010,1920,6534,7,1,22600
Matthew,10013,10,236000,0.812,0,2010,1920,6534,7,1,-19900
Matthew,10013,11,216100,-7.689,0,2010,1920,6534,7,1,2300
Matthew,10013,12,218400,-6.707,0,2010,1920,6534,7,1,13800
Matthew,10013,13,232200,-0.812,0,2010,1920,6534,7,1,-13300
Matthew,10013,14,218900,-6.493,0,2010,1920,6534,7,1,3000
Matthew,10013,15,221900,-5.211,0,2010,1920,6534,7,1,7800
Matthew,10013,16,229700,-1.88,0,2010,1920,6534,7,1,15600
Matthew,10013,17,245300,4.784,0,2010,1920,6534,7,1,-20800
Matthew,10013,18,224500,-4.101,0,2010,1920,6534,7,1,-300
Matthew,10013,19,224200,-4.229,0,2010,1920,6534,7,1,17400
Matthew,10013,20,241600,3.204,0,2010,1920,6534,7,1,-17300
Matthew,10013,21,224300,-4.186,0,2010,1920,6534,7,1,-1200
Matthew,10013,22,223100,-4.699,0,2010,1920,6534,7,1,18200
Matthew,10013,23,241300,3.076,0,2010,1920,6534,7,1,-15800
Florence,10013,1,225500,-3.674,0,2010,1920,6534,7,2,19600
Florence,10013,2,245100,4.699,0,2010,1920,6534,7,2,-1100
Florence,10013,3,244000,4.229,0,2010,1920,6534,7,2,-14000
Florence,10013,4,230000,-1.751,0,2010,1920,6534,7,2,9100
Florence,10013,5,239100,2.136,0,2010,1920,6534,7,2,-10000
Florence,10013,6,229100,-2.136,0,2010,1920,6534,7,2,2400
Florence,10013,7,231500,-1.111,0,2010,1920,6534,7,2,600
Florence,10013,8,232100,-0.854,0,2010,1920,6534,7,2,9200
Florence,10013,9,241300,3.076,0,2010,1920,6534,7,2,4700
Florence,10013,10,246000,5.083,0,2010,1920,6534,7,2,-9700
Florence,10013,11,236300,0.94,0,2010,1920,6534,7,2,13100
Florence,10013,12,249400,6.536,0,2010,1920,6534,7,2,-11000
Florence,10013,13,238400,1.837,0,2010,1920,6534,7,2,1700
Florence,10013,14,240100,2.563,0,2010,1920,6534,7,2,700
Florence,10013,15,240800,2.862,0,2010,1920,6534,7,2,5600
Florence,10013,16,246400,5.254,0,2010,1920,6534,7,2,-2500
Florence,10013,17,243900,4.186,0,2010,1920,6534,7,2,4500
Florence,10013,18,248400,6.109,0,2010,1920,6534,7,2,-100
Florence,10013,19,248300,6.066,0,2010,1920,6534,7,2,5200
Florence,10013,20,253500,8.287,0,2010,1920,6534,7,2,4200
Florence,10013,21,257700,10.081,0,2010,1920,6534,7,2,-1700
Florence,10013,22,256000,9.355,0,2010,1920,6534,7,2,600
Florence,10013,23,256600,9.611,0,2010,1920,6534,7,2,200
Florence,10013,24,256800,9.697,0,2010,1920,6534,7,2,700
Florence,10013,25,257500,9.996,0,2010,1920,6534,7,2,700
Matthew,10014,1,195300,-11.709,1,2009,1597,6534,7,1,700
Matthew,10014,2,196000,-11.392,1,2009,1597,6534,7,1,400
Matthew,10014,3,196400,-11.212,1,2009,1597,6534,7,1,2300
Matthew,10014,4,198700,-10.172,1,2009,1597,6534,7,1,4600
Matthew,10014,5,203300,-8.092,1,2009,1597,6534,7,1,2900
Matthew,10014,6,206200,-6.781,1,2009,1597,6534,7,1,500
Matthew,10014,7,206700,-6.555,1,2009,1597,6534,7,1,2300
Matthew,10014,8,209000,-5.515,1,2009,1597,6534,7,1,800
Matthew,10014,9,209800,-5.154,1,2009,1597,6534,7,1,700
Matthew,10014,10,210500,-4.837,1,2009,1597,6534,7,1,-1600
Matthew,10014,11,208900,-5.561,1,2009,1597,6534,7,1,3900
Matthew,10014,12,212800,-3.797,1,2009,1597,6534,7,1,-800
Matthew,10014,13,212000,-4.159,1,2009,1597,6534,7,1,-200
Matthew,10014,14,211800,-4.25,1,2009,1597,6534,7,1,5200
Matthew,10014,15,217000,-1.899,1,2009,1597,6534,7,1,9700
Matthew,10014,16,226700,2.486,1,2009,1597,6534,7,1,-1800
Matthew,10014,17,224900,1.673,1,2009,1597,6534,7,1,-3800
Matthew,10014,18,221100,-0.045,1,2009,1597,6534,7,1,900
Matthew,10014,19,222000,0.362,1,2009,1597,6534,7,1,-1400
Matthew,10014,20,220600,-0.271,1,2009,1597,6534,7,1,0
Matthew,10014,21,220600,-0.271,1,2009,1597,6534,7,1,-900
Matthew,10014,22,219700,-0.678,1,2009,1597,6534,7,1,700
Matthew,10014,23,220400,-0.362,1,2009,1597,6534,7,1,300
Florence,10014,1,220700,-0.226,1,2009,1597,6534,7,2,3000
Florence,10014,2,223700,1.13,1,2009,1597,6534,7,2,900
Florence,10014,3,224600,1.537,1,2009,1597,6534,7,2,-3000
Florence,10014,4,221600,0.181,1,2009,1597,6534,7,2,-3100
Florence,10014,5,218500,-1.221,1,2009,1597,6534,7,2,1700
Florence,10014,6,220200,-0.452,1,2009,1597,6534,7,2,900
Florence,10014,7,221100,-0.045,1,2009,1597,6534,7,2,200
Florence,10014,8,221300,0.045,1,2009,1597,6534,7,2,3800
Florence,10014,9,225100,1.763,1,2009,1597,6534,7,2,3900
Florence,10014,10,229000,3.526,1,2009,1597,6534,7,2,100
Florence,10014,11,229100,3.571,1,2009,1597,6534,7,2,1500
Florence,10014,12,230600,4.25,1,2009,1597,6534,7,2,1600
Florence,10014,13,232200,4.973,1,2009,1597,6534,7,2,2200
Florence,10014,14,234400,5.967,1,2009,1597,6534,7,2,0
Florence,10014,15,234400,5.967,1,2009,1597,6534,7,2,0
Florence,10014,16,234400,5.967,1,2009,1597,6534,7,2,-700
Florence,10014,17,233700,5.651,1,2009,1597,6534,7,2,3000
Florence,10014,18,236700,7.007,1,2009,1597,6534,7,2,2400
Florence,10014,19,239100,8.092,1,2009,1597,6534,7,2,400
Florence,10014,20,239500,8.273,1,2009,1597,6534,7,2,300
Florence,10014,21,239800,8.409,1,2009,1597,6534,7,2,100
Florence,10014,22,239900,8.454,1,2009,1597,6534,7,2,-1200
Florence,10014,23,238700,7.911,1,2009,1597,6534,7,2,2300
Florence,10014,24,241000,8.951,1,2009,1597,6534,7,2,1500
Florence,10014,25,242500,9.629,1,2009,1597,6534,7,2,1500
Matthew,10015,1,690200,-0.13,0,2000,2452,13068,8,1,-13500
Matthew,10015,2,676700,-2.084,0,2000,2452,13068,8,1,50800
Matthew,10015,3,727500,5.267,0,2000,2452,13068,8,1,-140800
Matthew,10015,4,586700,-15.106,0,2000,2452,13068,8,1,12100
Matthew,10015,5,598800,-13.356,0,2000,2452,13068,8,1,11600
Matthew,10015,6,610400,-11.677,0,2000,2452,13068,8,1,26500
Matthew,10015,7,636900,-7.843,0,2000,2452,13068,8,1,36900
Matthew,10015,8,673800,-2.503,0,2000,2452,13068,8,1,20700
Matthew,10015,9,694500,0.492,0,2000,2452,13068,8,1,-35700
Matthew,10015,10,658800,-4.674,0,2000,2452,13068,8,1,-8300
Matthew,10015,11,650500,-5.875,0,2000,2452,13068,8,1,15100
Matthew,10015,12,665600,-3.69,0,2000,2452,13068,8,1,-31000
Matthew,10015,13,634600,-8.175,0,2000,2452,13068,8,1,-100
Matthew,10015,14,634500,-8.19,0,2000,2452,13068,8,1,-21300
Matthew,10015,15,613200,-11.272,0,2000,2452,13068,8,1,25600
Matthew,10015,16,638800,-7.568,0,2000,2452,13068,8,1,4400
Matthew,10015,17,643200,-6.931,0,2000,2452,13068,8,1,21500
Matthew,10015,18,664700,-3.82,0,2000,2452,13068,8,1,9100
Matthew,10015,19,673800,-2.503,0,2000,2452,13068,8,1,-200
Matthew,10015,20,673600,-2.532,0,2000,2452,13068,8,1,-14500
Matthew,10015,21,659100,-4.63,0,2000,2452,13068,8,1,5200
Matthew,10015,22,664300,-3.878,0,2000,2452,13068,8,1,16700
Matthew,10015,23,681000,-1.461,0,2000,2452,13068,8,1,22200
Florence,10015,1,703200,1.751,0,2000,2452,13068,8,2,-9100
Florence,10015,2,694100,0.434,0,2000,2452,13068,8,2,-2900
Florence,10015,3,691200,0.014,0,2000,2452,13068,8,2,-3200
Florence,10015,4,688000,-0.449,0,2000,2452,13068,8,2,-3600
Florence,10015,5,684400,-0.969,0,2000,2452,13068,8,2,6600
Florence,10015,6,691000,-0.014,0,2000,2452,13068,8,2,7100
Florence,10015,7,698100,1.013,0,2000,2452,13068,8,2,11200
Florence,10015,8,709300,2.633,0,2000,2452,13068,8,2,-14200
Florence,10015,9,695100,0.579,0,2000,2452,13068,8,2,8100
Florence,10015,10,703200,1.751,0,2000,2452,13068,8,2,1600
Florence,10015,11,704800,1.982,0,2000,2452,13068,8,2,-1700
Florence,10015,12,703100,1.736,0,2000,2452,13068,8,2,5000
Florence,10015,13,708100,2.46,0,2000,2452,13068,8,2,208300
Florence,10015,14,916400,32.6,0,2000,2452,13068,8,2,2800
Florence,10015,15,919200,33.005,0,2000,2452,13068,8,2,-3600
Florence,10015,16,915600,32.484,0,2000,2452,13068,8,2,-1200
Florence,10015,17,914400,32.311,0,2000,2452,13068,8,2,600
Florence,10015,18,915000,32.398,0,2000,2452,13068,8,2,1600
Florence,10015,19,916600,32.629,0,2000,2452,13068,8,2,2600
Florence,10015,20,919200,33.005,0,2000,2452,13068,8,2,5700
Florence,10015,21,924900,33.83,0,2000,2452,13068,8,2,-1100
Florence,10015,22,923800,33.671,0,2000,2452,13068,8,2,28200
Florence,10015,23,952000,37.751,0,2000,2452,13068,8,2,2800
Florence,10015,24,954800,38.157,0,2000,2452,13068,8,2,3700
Florence,10015,25,958500,38.692,0,2000,2452,13068,8,2,3700
Matthew,10016,1,722200,-16.082,0,1997,2808,22651,9,1,-31500
Matthew,10016,2,690700,-19.742,0,1997,2808,22651,9,1,8300
Matthew,10016,3,699000,-18.778,0,1997,2808,22651,9,1,37100
Matthew,10016,4,736100,-14.467,0,1997,2808,22651,9,1,19600
Matthew,10016,5,755700,-12.189,0,1997,2808,22651,9,1,27500
Matthew,10016,6,783200,-8.994,0,1997,2808,22651,9,1,44800
Matthew,10016,7,828000,-3.788,0,1997,2808,22651,9,1,-44800
Matthew,10016,8,783200,-8.994,0,1997,2808,22651,9,1,-7200
Matthew,10016,9,776000,-9.83,0,1997,2808,22651,9,1,-1000
Matthew,10016,10,775000,-9.947,0,1997,2808,22651,9,1,20900
Matthew,10016,11,795900,-7.518,0,1997,2808,22651,9,1,-23500
Matthew,10016,12,772400,-10.249,0,1997,2808,22651,9,1,-15000
Matthew,10016,13,757400,-11.992,0,1997,2808,22651,9,1,5800
Matthew,10016,14,763200,-11.318,0,1997,2808,22651,9,1,35100
Matthew,10016,15,798300,-7.239,0,1997,2808,22651,9,1,-89300
Matthew,10016,16,709000,-17.616,0,1997,2808,22651,9,1,34100
Matthew,10016,17,743100,-13.653,0,1997,2808,22651,9,1,53100
Matthew,10016,18,796200,-7.483,0,1997,2808,22651,9,1,63400
Matthew,10016,19,859600,-0.116,0,1997,2808,22651,9,1,-7800
Matthew,10016,20,851800,-1.023,0,1997,2808,22651,9,1,35900
Matthew,10016,21,887700,3.149,0,1997,2808,22651,9,1,14300
Matthew,10016,22,902000,4.811,0,1997,2808,22651,9,1,32500
Matthew,10016,23,934500,8.587,0,1997,2808,22651,9,1,19100
Florence,10016,1,953600,10.806,0,1997,2808,22651,9,2,-2900
Florence,10016,2,950700,10.469,0,1997,2808,22651,9,2,-43800
Florence,10016,3,906900,5.38,0,1997,2808,22651,9,2,-45300
Florence,10016,4,861600,0.116,0,1997,2808,22651,9,2,16300
Florence,10016,5,877900,2.01,0,1997,2808,22651,9,2,-5000
Florence,10016,6,872900,1.429,0,1997,2808,22651,9,2,2000
Florence,10016,7,874900,1.662,0,1997,2808,22651,9,2,7600
Florence,10016,8,882500,2.545,0,1997,2808,22651,9,2,-18400
Florence,10016,9,864100,0.407,0,1997,2808,22651,9,2,30400
Florence,10016,10,894500,3.939,0,1997,2808,22651,9,2,48300
Florence,10016,11,942800,9.551,0,1997,2808,22651,9,2,12600
Florence,10016,12,955400,11.016,0,1997,2808,22651,9,2,-1600
Florence,10016,13,953800,10.83,0,1997,2808,22651,9,2,-35200
Florence,10016,14,918600,6.739,0,1997,2808,22651,9,2,-10600
Florence,10016,15,908000,5.508,0,1997,2808,22651,9,2,-19300
Florence,10016,16,888700,3.265,0,1997,2808,22651,9,2,-1100
Florence,10016,17,887600,3.137,0,1997,2808,22651,9,2,-1600
Florence,10016,18,886000,2.951,0,1997,2808,22651,9,2,-7100
Florence,10016,19,878900,2.126,0,1997,2808,22651,9,2,-11000
Florence,10016,20,867900,0.848,0,1997,2808,22651,9,2,-16400
Florence,10016,21,851500,-1.057,0,1997,2808,22651,9,2,-4000
Florence,10016,22,847500,-1.522,0,1997,2808,22651,9,2,-17700
Florence,10016,23,829800,-3.579,0,1997,2808,22651,9,2,12500
Florence,10016,24,842300,-2.126,0,1997,2808,22651,9,2,37200
Florence,10016,25,879500,2.196,0,1997,2808,22651,9,2,37200
Matthew,10017,1,647200,-3.862,1,1994,3384,14810,9,1,0
Matthew,10017,2,647200,-3.862,1,1994,3384,14810,9,1,4400
Matthew,10017,3,651600,-3.209,1,1994,3384,14810,9,1,4500
Matthew,10017,4,656100,-2.54,1,1994,3384,14810,9,1,2500
Matthew,10017,5,658600,-2.169,1,1994,3384,14810,9,1,15100
Matthew,10017,6,673700,0.074,1,1994,3384,14810,9,1,-9700
Matthew,10017,7,664000,-1.367,1,1994,3384,14810,9,1,8700
Matthew,10017,8,672700,-0.074,1,1994,3384,14810,9,1,40000
Matthew,10017,9,712700,5.867,1,1994,3384,14810,9,1,-2900
Matthew,10017,10,709800,5.437,1,1994,3384,14810,9,1,-21600
Matthew,10017,11,688200,2.228,1,1994,3384,14810,9,1,6000
Matthew,10017,12,694200,3.119,1,1994,3384,14810,9,1,-23900
Matthew,10017,13,670300,-0.431,1,1994,3384,14810,9,1,-9100
Matthew,10017,14,661200,-1.783,1,1994,3384,14810,9,1,13900
Matthew,10017,15,675100,0.282,1,1994,3384,14810,9,1,-14600
Matthew,10017,16,660500,-1.887,1,1994,3384,14810,9,1,11000
Matthew,10017,17,671500,-0.253,1,1994,3384,14810,9,1,5200
Matthew,10017,18,676700,0.52,1,1994,3384,14810,9,1,5600
Matthew,10017,19,682300,1.352,1,1994,3384,14810,9,1,300
Matthew,10017,20,682600,1.396,1,1994,3384,14810,9,1,-17800
Matthew,10017,21,664800,-1.248,1,1994,3384,14810,9,1,6200
Matthew,10017,22,671000,-0.327,1,1994,3384,14810,9,1,-9400
Matthew,10017,23,661600,-1.723,1,1994,3384,14810,9,1,27900
Florence,10017,1,689500,2.421,1,1994,3384,14810,9,2,-9700
Florence,10017,2,679800,0.98,1,1994,3384,14810,9,2,-30200
Florence,10017,3,649600,-3.506,1,1994,3384,14810,9,2,9500
Florence,10017,4,659100,-2.094,1,1994,3384,14810,9,2,1100
Florence,10017,5,660200,-1.931,1,1994,3384,14810,9,2,17200
Florence,10017,6,677400,0.624,1,1994,3384,14810,9,2,-10700
Florence,10017,7,666700,-0.966,1,1994,3384,14810,9,2,9000
Florence,10017,8,675700,0.371,1,1994,3384,14810,9,2,-3700
Florence,10017,9,672000,-0.178,1,1994,3384,14810,9,2,-36000
Florence,10017,10,636000,-5.526,1,1994,3384,14810,9,2,16500
Florence,10017,11,652500,-3.075,1,1994,3384,14810,9,2,7900
Florence,10017,12,660400,-1.901,1,1994,3384,14810,9,2,11000
Florence,10017,13,671400,-0.267,1,1994,3384,14810,9,2,-600
Florence,10017,14,670800,-0.357,1,1994,3384,14810,9,2,27400
Florence,10017,15,698200,3.714,1,1994,3384,14810,9,2,-22900
Florence,10017,16,675300,0.312,1,1994,3384,14810,9,2,143800
Florence,10017,17,819100,21.673,1,1994,3384,14810,9,2,-11100
Florence,10017,18,808000,20.024,1,1994,3384,14810,9,2,-45700
Florence,10017,19,762300,13.235,1,1994,3384,14810,9,2,-12500
Florence,10017,20,749800,11.378,1,1994,3384,14810,9,2,13500
Florence,10017,21,763300,13.384,1,1994,3384,14810,9,2,400
Florence,10017,22,763700,13.443,1,1994,3384,14810,9,2,24600
Florence,10017,23,788300,17.097,1,1994,3384,14810,9,2,-7400
Florence,10017,24,780900,15.998,1,1994,3384,14810,9,2,-8100
Florence,10017,25,772800,14.795,1,1994,3384,14810,9,2,-8100
Matthew,10018,1,725800,-25.494,1,1984,3100,14810,9,1,-3500
Matthew,10018,2,722300,-25.853,1,1984,3100,14810,9,1,6100
Matthew,10018,3,728400,-25.227,1,1984,3100,14810,9,1,-52300
Matthew,10018,4,676100,-30.596,1,1984,3100,14810,9,1,4200
Matthew,10018,5,680300,-30.165,1,1984,3100,14810,9,1,60600
Matthew,10018,6,740900,-23.944,1,1984,3100,14810,9,1,38700
Matthew,10018,7,779600,-19.971,1,1984,3100,14810,9,1,-38100
Matthew,10018,8,741500,-23.882,1,1984,3100,14810,9,1,9000
Matthew,10018,9,750500,-22.958,1,1984,3100,14810,9,1,4500
Matthew,10018,10,755000,-22.497,1,1984,3100,14810,9,1,10200
Matthew,10018,11,765200,-21.449,1,1984,3100,14810,9,1,300
Matthew,10018,12,765500,-21.419,1,1984,3100,14810,9,1,-9600
Matthew,10018,13,755900,-22.404,1,1984,3100,14810,9,1,-4400
Matthew,10018,14,751500,-22.856,1,1984,3100,14810,9,1,52200
Matthew,10018,15,803700,-17.497,1,1984,3100,14810,9,1,-33700
Matthew,10018,16,770000,-20.957,1,1984,3100,14810,9,1,77700
Matthew,10018,17,847700,-12.981,1,1984,3100,14810,9,1,94000
Matthew,10018,18,941700,-3.331,1,1984,3100,14810,9,1,2300
Matthew,10018,19,944000,-3.095,1,1984,3100,14810,9,1,4300
Matthew,10018,20,948300,-2.654,1,1984,3100,14810,9,1,7300
Matthew,10018,21,955600,-1.904,1,1984,3100,14810,9,1,1500
Matthew,10018,22,957100,-1.75,1,1984,3100,14810,9,1,29800
Matthew,10018,23,986900,1.309,1,1984,3100,14810,9,1,13100
Florence,10018,1,1000000,2.654,1,1984,3100,14810,9,2,0
Florence,10018,2,1000000,2.654,1,1984,3100,14810,9,2,-7300
Florence,10018,3,992700,1.904,1,1984,3100,14810,9,2,-4300
Florence,10018,4,988400,1.463,1,1984,3100,14810,9,2,-4900
Florence,10018,5,983500,0.96,1,1984,3100,14810,9,2,-1900
Florence,10018,6,981600,0.765,1,1984,3100,14810,9,2,18400
Florence,10018,7,1000000,2.654,1,1984,3100,14810,9,2,0
Florence,10018,8,1000000,2.654,1,1984,3100,14810,9,2,0
Florence,10018,9,1000000,2.654,1,1984,3100,14810,9,2,0
Florence,10018,10,1000000,2.654,1,1984,3100,14810,9,2,0
Florence,10018,11,1000000,2.654,1,1984,3100,14810,9,2,0
Florence,10018,12,1000000,2.654,1,1984,3100,14810,9,2,0
Florence,10018,13,1000000,2.654,1,1984,3100,14810,9,2,0
Florence,10018,14,1000000,2.654,1,1984,3100,14810,9,2,-20800
Florence,10018,15,979200,0.518,1,1984,3100,14810,9,2,-22400
Florence,10018,16,956800,-1.781,1,1984,3100,14810,9,2,43200
Florence,10018,17,1000000,2.654,1,1984,3100,14810,9,2,0
Florence,10018,18,1000000,2.654,1,1984,3100,14810,9,2,0
Florence,10018,19,1000000,2.654,1,1984,3100,14810,9,2,0
Florence,10018,20,1000000,2.654,1,1984,3100,14810,9,2,0
Florence,10018,21,1000000,2.654,1,1984,3100,14810,9,2,100000
Florence,10018,22,1100000,12.919,1,1984,3100,14810,9,2,0
Florence,10018,23,1100000,12.919,1,1984,3100,14810,9,2,0
Florence,10018,24,1100000,12.919,1,1984,3100,14810,9,2,-130900
Florence,10018,25,969100,-0.518,1,1984,3100,14810,9,2,-130900
Matthew,10019,1,187000,-12.942,1,1994,1512,16988,10,1,-1200
Matthew,10019,2,185800,-13.501,1,1994,1512,16988,10,1,3500
Matthew,10019,3,189300,-11.872,1,1994,1512,16988,10,1,-10500
Matthew,10019,4,178800,-16.76,1,1994,1512,16988,10,1,100
Matthew,10019,5,178900,-16.713,1,1994,1512,16988,10,1,-700
Matthew,10019,6,178200,-17.039,1,1994,1512,16988,10,1,1600
Matthew,10019,7,179800,-16.294,1,1994,1512,16988,10,1,2400
Matthew,10019,8,182200,-15.177,1,1994,1512,16988,10,1,2100
Matthew,10019,9,184300,-14.199,1,1994,1512,16988,10,1,-2300
Matthew,10019,10,182000,-15.27,1,1994,1512,16988,10,1,4700
Matthew,10019,11,186700,-13.082,1,1994,1512,16988,10,1,800
Matthew,10019,12,187500,-12.709,1,1994,1512,16988,10,1,1400
Matthew,10019,13,188900,-12.058,1,1994,1512,16988,10,1,6900
Matthew,10019,14,195800,-8.845,1,1994,1512,16988,10,1,4200
Matthew,10019,15,200000,-6.89,1,1994,1512,16988,10,1,2700
Matthew,10019,16,202700,-5.633,1,1994,1512,16988,10,1,3200
Matthew,10019,17,205900,-4.143,1,1994,1512,16988,10,1,400
Matthew,10019,18,206300,-3.957,1,1994,1512,16988,10,1,-500
Matthew,10019,19,205800,-4.19,1,1994,1512,16988,10,1,3800
Matthew,10019,20,209600,-2.421,1,1994,1512,16988,10,1,2300
Matthew,10019,21,211900,-1.35,1,1994,1512,16988,10,1,2600
Matthew,10019,22,214500,-0.14,1,1994,1512,16988,10,1,-1700
Matthew,10019,23,212800,-0.931,1,1994,1512,16988,10,1,2000
Florence,10019,1,214800,0,1,1994,1512,16988,10,2,1300
Florence,10019,2,216100,0.605,1,1994,1512,16988,10,2,-500
Florence,10019,3,215600,0.372,1,1994,1512,16988,10,2,-800
Florence,10019,4,214800,0,1,1994,1512,16988,10,2,4400
Florence,10019,5,219200,2.048,1,1994,1512,16988,10,2,200
Florence,10019,6,219400,2.142,1,1994,1512,16988,10,2,-2900
Florence,10019,7,216500,0.791,1,1994,1512,16988,10,2,3400
Florence,10019,8,219900,2.374,1,1994,1512,16988,10,2,-2700
Florence,10019,9,217200,1.117,1,1994,1512,16988,10,2,2700
Florence,10019,10,219900,2.374,1,1994,1512,16988,10,2,-1300
Florence,10019,11,218600,1.769,1,1994,1512,16988,10,2,-2000
Florence,10019,12,216600,0.838,1,1994,1512,16988,10,2,-800
Florence,10019,13,215800,0.466,1,1994,1512,16988,10,2,3600
Florence,10019,14,219400,2.142,1,1994,1512,16988,10,2,100
Florence,10019,15,219500,2.188,1,1994,1512,16988,10,2,3000
Florence,10019,16,222500,3.585,1,1994,1512,16988,10,2,-800
Florence,10019,17,221700,3.212,1,1994,1512,16988,10,2,1200
Florence,10019,18,222900,3.771,1,1994,1512,16988,10,2,3100
Florence,10019,19,226000,5.214,1,1994,1512,16988,10,2,1000
Florence,10019,20,227000,5.68,1,1994,1512,16988,10,2,2000
Florence,10019,21,229000,6.611,1,1994,1512,16988,10,2,1400
Florence,10019,22,230400,7.263,1,1994,1512,16988,10,2,3300
Florence,10019,23,233700,8.799,1,1994,1512,16988,10,2,8600
Florence,10019,24,242300,12.803,1,1994,1512,16988,10,2,1900
Florence,10019,25,244200,13.687,1,1994,1512,16988,10,2,1900
Matthew,10020,1,125300,-5.219,1,1997,1296,16553,10,1,-2900
Matthew,10020,2,122400,-7.413,1,1997,1296,16553,10,1,6100
Matthew,10020,3,128500,-2.799,1,1997,1296,16553,10,1,-22200
Matthew,10020,4,106300,-19.592,1,1997,1296,16553,10,1,-200
Matthew,10020,5,106100,-19.743,1,1997,1296,16553,10,1,7300
